bill_id,roll_call_id,date,chamber,description,yea,nay,nv,absent,total
446706,217848,2013-01-09,House,"House Third Reading:  Roll Call # 3",108,1,0,0,109
446706,382776,2013-01-09,House,"House Third Reading: Roll Call # 3",108,1,0,0,109
446722,217849,2013-01-09,House,"House Third Reading:  Roll Call # 2",109,0,0,0,109
446722,382811,2013-01-09,House,"House Third Reading: Roll Call # 2",109,0,0,0,109
446842,290071,2013-06-19,House,"Reported With Recommendation Without Amendment",15,0,0,0,15
446842,311219,2014-01-23,House,"House Third Reading: Given Immediate Effect Roll Call # 8",107,0,0,0,107
446842,323727,2014-02-18,Senate,"Reported Favorably Without Amendment",7,0,0,0,7
446842,371062,2014-06-11,Senate,"Senate Third Reading: Given Immediate Effect Roll Call # 455",38,0,0,0,38
446842,371296,2014-06-12,House,"House Third Reading:  Roll Call # 428",109,1,0,0,110
446842,382697,2014-06-12,House,"House Third Reading: Roll Call # 428",109,1,0,0,110
446858,243000,2013-03-06,House,"Reported With Recommendation With Substitute H-2",15,0,0,0,15
446858,268966,2013-04-18,House,"House Third Reading: Given Immediate Effect Roll Call # 77",107,0,0,0,107
446858,284736,2013-05-28,Senate,"Reported Favorably Without Amendment",7,0,0,0,7
446858,303216,2013-10-03,Senate,"Senate Third Reading: Given Immediate Effect Roll Call # 388",37,0,0,1,38
446858,303323,2013-10-09,House,"House Third Reading:  Roll Call # 313",108,0,0,0,108
446858,383010,2013-10-09,House,"House Third Reading: Roll Call # 313",108,0,0,0,108
446875,304419,2013-11-13,House,"Reported With Recommendation With Substitute H-4",6,0,0,0,6
446875,338626,2013-11-13,House,"Reported With Recommendation With Substitute  H-4",6,0,0,0,6
446875,346569,2014-03-20,House,"House Third Reading: Given Immediate Effect Roll Call # 147",102,8,0,0,110
446875,383821,2014-12-19,Senate,"Senate Third Reading: Given Immediate Effect Roll Call # 935",30,8,0,0,38
446875,383822,2014-12-19,House,"House Third Reading: Roll Call # 810",101,9,0,0,110
456843,370920,2014-06-11,Senate,"Senate Third Reading: Defeated Roll Call # 414",14,24,0,0,38
456843,381696,2014-11-13,Senate,"Senate Third Reading: Defeated Roll Call # 657",18,19,0,1,38
456850,221845,2013-01-24,Senate,"Reported Favorably Without Amendment",3,1,0,0,4
456852,224253,2013-01-30,Senate,"Reported Favorably Without Amendment",7,0,0,0,7
456852,224778,2013-01-31,Senate,"Senate Third Reading: Passed Roll Call # 7",37,0,0,0,37
456852,240288,2013-02-21,House,"Reported With Recommendation Without Amendment",11,0,0,0,11
456852,241299,2013-02-28,House,"House Third Reading: Given Immediate Effect Roll Call # 17",92,18,0,0,110
456854,224257,2013-01-30,Senate,"Reported Favorably Without Amendment",7,0,0,0,7
456854,224784,2013-01-31,Senate,"Senate Third Reading: Passed Roll Call # 5",36,0,0,1,37
456854,240084,2013-02-21,House,"Reported With Recommendation With Substitute H-2",11,0,0,0,11
456854,241163,2013-02-28,House,"House Third Reading: Given Immediate Effect Roll Call # 16",92,18,0,0,110
456854,242040,2013-03-05,Senate,"Senate Third Reading:  Roll Call # 32",36,0,0,1,37
456854,383003,2013-03-05,Senate,"Senate Third Reading: Roll Call # 32",36,0,0,1,37
456858,221851,2013-01-24,Senate,"Reported Favorably With Substitute S-2",4,0,0,0,4
456858,221852,2013-01-24,Senate,"Senate Third Reading: Passed Roll Call # 2",31,5,0,1,37
456858,230827,2013-02-12,House,"Reported With Recommendation Without Amendment",9,0,0,0,9
456858,241820,2013-02-21,House,"House Third Reading: Given Immediate Effect Roll Call # 10",75,34,0,0,109
456861,227092,2013-02-05,Senate,"Reported Favorably With Substitute S-1",7,0,0,0,7
456861,230855,2013-02-12,Senate,"Senate Third Reading: Passed Roll Call # 21",36,0,0,1,37
456861,360940,2014-04-29,House,"Reported With Recommendation With Substitute  H-1",9,0,0,0,9
456861,366592,2014-05-22,House,"House Third Reading: Given Immediate Effect Roll Call # 277",107,3,0,0,110
456861,367655,2014-05-27,Senate,"Senate Third Reading:  Roll Call # 312",35,0,0,3,38
456861,382886,2014-05-27,Senate,"Senate Third Reading: Roll Call # 312",35,0,0,3,38
456863,227082,2013-02-05,Senate,"Reported Favorably With Substitute S-1",7,0,0,0,7
456863,230850,2013-02-12,Senate,"Senate Third Reading: Passed Roll Call # 20",36,0,0,1,37
456863,242810,2013-03-06,House,"Reported With Recommendation Without Amendment",9,0,0,0,9
456863,283452,2013-05-23,House,"House Third Reading: Given Immediate Effect Roll Call # 175",89,18,0,0,107
456866,227106,2013-02-05,Senate,"Reported Favorably With Substitute S-1",7,0,0,0,7
456866,230861,2013-02-12,Senate,"Senate Third Reading: Passed Roll Call # 19",36,0,0,1,37
456866,242567,2013-03-06,House,"Reported With Recommendation Without Amendment",9,0,0,0,9
456866,283454,2013-05-23,House,"House Third Reading: Given Immediate Effect Roll Call # 174",89,18,0,0,107
