people_id,name,first_name,middle_name,last_name,suffix,nickname,party_id,party,role_id,role,district,followthemoney_eid,votesmart_id,opensecrets_id,ballotpedia,knowwho_pid,committee_id
10849,Peter MacGregor,Peter,F.,MacGregor,,,2,R,1,Rep,SD-028,183524,124237,,Peter_MacGregor,291851,0
10851,Michael Shirkey,Michael,J.,Shirkey,,Mike,2,R,1,Rep,SD-016,541130,124194,,Mike_Shirkey,290035,0
10852,Ricky Outman,Ricky,L.,Outman,,Rick,2,R,1,Rep,SD-033,6676958,105560,,Rick_Outman,296962,0
10853,Holly Hughes,Holly,,Hughes,,,2,R,1,Rep,HD-091,52847,105635,,Holly_Hughes,268386,0
10854,Jeffry Farrington,Jeffry,,Farrington,,Jeff,2,R,1,Rep,HD-030,6689445,123234,,Jeff_Farrington,291818,0
10855,George Darany,George,T.,Darany,,,1,D,1,Rep,HD-015,144825,75707,,George_Darany,290011,0
10856,Ben Glardon,Ben,,Glardon,,,2,R,1,Rep,HD-085,159507,124407,,Ben_Glardon,290048,0
11166,James Ananich,James,,Ananich,,Jim,1,D,1,Rep,SD-027,147406,37901,,Jim_Ananich,290029,0
11167,Charles Brunner,Charles,M.,Brunner,,,1,D,1,Rep,HD-096,6506973,75649,,Charles_Brunner,291883,0
11168,Phil Cavanagh,Phil,,Cavanagh,,,1,D,1,Rep,HD-010,531509,89602,,Phil_Cavanagh,291806,0
11169,Paul Clemente,Paul,,Clemente,,,1,D,1,Rep,HD-014,141856,123122,,Paul_Clemente,345927,0
11170,Brandon Dillon,Brandon,C.,Dillon,,,1,D,1,Rep,HD-075,147447,87799,,Brandon_Dillon,291855,0
11173,Frank Foster,Frank,,Foster,,,2,R,1,Rep,HD-107,13002732,124473,,Frank_Foster,297008,0
11174,Ken Goike,Ken,,Goike,,,2,R,1,Rep,HD-033,162125,124191,,Ken_Goike,290024,0
11176,Rudy Hobbs,Rudy,,Hobbs,,,1,D,1,Rep,HD-035,167851,124118,,Rudy_Hobbs,296939,0
11177,Marcia Hovey-Wright,Marcia,,Hovey-Wright,,,1,D,1,Rep,HD-092,130790,37982,,Marcia_Hovey-Wright,290056,0
11178,Lisa Howze,Lisa,L.,Howze,,,1,D,1,Rep,HD-002,13002103,124022,,Lisa_Howze,0,0
11179,Jeff Irwin,Jeff,,Irwin,,,1,D,1,Rep,SD-018,170483,89555,,Jeff_Irwin,296952,0
11180,Nancy Jenkins,Nancy,E.,Jenkins,,,2,R,1,Rep,HD-057,793679,124164,,Nancy_Jenkins,295988,0
11181,Marilyn Lane,Marilyn,,Lane,,,1,D,1,Rep,HD-031,177494,124179,,Marilyn_Lane,291820,0
11182,Lisa Lyons,Lisa,Posthumus,Lyons,,,2,R,1,Rep,HD-086,183067,124415,,Lisa_Posthumus_Lyons,296977,0
11183,Ed McBroom,Ed,,McBroom,,,2,R,1,Rep,SD-038,184827,124476,,Ed_McBroom,297009,0
11184,Sean McCann,Sean,A.,McCann,,,1,D,1,Rep,SD-020,128271,76066,,Sean_McCann,291838,0
11185,Aric Nesbitt,Aric,Y.,Nesbitt,,,2,R,1,Rep,SD-026,117409,124278,,Aric_Nesbitt,251486,0
11186,Stacy Oakes,Stacy,Erwin,Oakes,,,1,D,1,Rep,HD-095,152256,123225,,Stacy_Erwin_Oakes,290057,0
11187,Rick Olson,Rick,,Olson,,,2,R,1,Rep,HD-055,6689575,124157,,Rick_Olson_(Minnesota),308974,0
11188,John Olumba,John,,Olumba,,,1,D,1,Rep,HD-003,6492595,105320,,John_Olumba,296326,0
11189,Earl Poleski,Earl,,Poleski,,,2,R,1,Rep,HD-064,74512,87680,,Earl_Poleski,296363,0
11190,Amanda Price,Amanda,,Price,,,2,R,1,Rep,HD-089,201993,124430,,Amanda_Price,263631,0
11191,David Rutledge,David,E.,Rutledge,,,1,D,1,Rep,HD-054,2036168,19875,,David_Rutledge,291832,0
11192,Harvey Santana,Harvey,,Santana,,,1,D,1,Rep,HD-009,6506493,124078,,Harvey_Santana,291799,0
11193,Charles Smiley,Charles,,Smiley,,,1,D,1,Rep,HD-050,13002353,75681,,Charles_Smiley_(Michigan),291828,0
11194,Thomas Stallworth,Thomas,,Stallworth,,,1,D,1,Rep,HD-007,388968,37379,,Thomas_Stallworth_III,296900,0
11195,Maureen Stapleton,Maureen,,Stapleton,,,1,D,1,Rep,HD-004,117611,66444,,Maureen_Stapleton,291788,0
11196,Alberta Talabi,Alberta,,Tinsley-Talabi,,,1,D,1,Rep,HD-002,156593,75761,,Alberta_Tinsley-Talabi,296322,0
11197,Jim Townsend,Jim,,Townsend,,,1,D,1,Rep,HD-026,13002228,124169,,Jim_Townsend_(Michigan),291815,0
11458,David Robertson,David,B.,Robertson,,,2,R,2,Sen,SD-014,171650,38344,,David_Robertson_(Michigan),119325,0
11459,Joseph Hune,Joseph,,Hune,,Joe,2,R,2,Sen,SD-022,1393809,37928,,Joe_Hune,212902,0
11460,Judith Emmons,Judith,K.,Emmons,,Judy,2,R,2,Sen,SD-033,262229,38055,,Judy_Emmons,212912,0
11461,Thomas Casperson,Thomas,,Casperson,,Tom,2,R,2,Sen,SD-038,611257,38110,,Tom_Casperson,212924,0
11462,John Moolenaar,John,R.,Moolenaar,,,2,R,2,Sen,SD-036,609969,37676,,John_Moolenaar,212920,0
11463,Howard Walker,Howard,,Walker,,,2,R,2,Sen,SD-037,273368,38366,,Howard_Walker,212922,0
11464,Michael Kowall,Michael,W.,Kowall,,Mike,2,R,2,Sen,SD-015,13002320,19994,,Mike_Kowall,195602,0
11465,Patrick Colbeck,Patrick,J.,Colbeck,,,2,R,2,Sen,SD-007,174782,123123,,Patrick_Colbeck,290075,0
11466,Michael Green,Michael,L.,Green,,Mike,2,R,2,Sen,SD-031,13002549,8682,,"Mike_Green,_Michigan",195729,0
11467,Morris Hood,Morris,W.,Hood,III,,1,D,2,Sen,SD-003,321098,37313,,Morris_Hood,212883,0
11468,Steven Bieda,Steven,M.,Bieda,,Steve,1,D,2,Sen,SD-009,255685,19835,,Steven_Bieda,296830,0
11469,Hoon-Yung Hopgood,Hoon-Yung,,Hopgood,,,1,D,2,Sen,SD-006,268219,37791,,Hoon-Yung_Hopgood,212889,0
11474,Virgil Smith,Virgil,K.,Smith,,,1,D,2,Sen,SD-004,13002118,54451,,Virgil_Smith_(Michigan_judge),195599,0
13924,Timothy Greimel,Timothy,A.,Greimel,,Tim,1,D,1,Rep,HD-029,6514501,88580,,Tim_Greimel,401379,0
13925,Joseph Graves,Joseph,,Graves,,,2,R,1,Rep,HD-051,6700052,132316,,Joseph_Graves,400061,0
2784,Douglas Geiss,Douglas,A.,Geiss,,,1,D,1,Rep,HD-012,13002147,76560,,Douglas_Geiss,268250,0
2789,Fred Durhal,Fred,,Durhal,Jr.,,1,D,1,Rep,HD-005,13002113,20126,,"Fred_Durhal,_Jr.",268228,0
2790,Vincent Gregory,Vincent,,Gregory,,,1,D,2,Sen,SD-011,320034,88592,,Vincent_Gregory,268282,0
2791,Harold Haugh,Harold,L.,Haugh,,,1,D,1,Rep,HD-022,6492451,76390,,Harold_Haugh,268299,0
2794,Bertram Johnson,Bertram,Courtney,Johnson,,Bert,1,D,2,Sen,SD-002,535943,66110,,Bert_Johnson_(Michigan),249360,0
2803,Matthew Lori,Matthew,,Lori,,Matt,2,R,1,Rep,HD-059,192598,105536,,Matt_Lori,268330,0
2806,Pete Lund,Pete,,Lund,,,2,R,1,Rep,HD-036,13002276,87955,,Pete_Lund,268285,0
2807,Bill Rogers,Bill,,Rogers,,,2,R,1,Rep,HD-042,317059,139936,,William_Rogers_(Michigan),268340,0
2812,Vicki Barnett,Vicki,,Barnett,,,1,D,1,Rep,HD-037,218265,109689,,Vicki_Barnett,268287,0
2814,Ellen Lipton,Ellen,Cogen,Lipton,,,1,D,1,Rep,HD-027,163448,105429,,Ellen_Lipton,268267,0
2816,David Nathan,David,E.,Nathan,,,1,D,1,Rep,HD-008,320452,105361,,David_Nathan,268234,0
2818,Alma Smith,Alma,Wheeler,Smith,,,1,D,1,Rep,HD-054,236759,8755,,Alma_Wheeler_Smith,195621,0
2819,Woodrow Stanley,Woodrow,,Stanley,,,1,D,1,Rep,HD-034,295516,86960,,Woodrow_Stanley,268281,0
2820,Rashida Tlaib,Rashida,,Tlaib,,,1,D,1,Rep,HD-006,13002117,105368,,Rashida_Tlaib,268236,0
2821,Coleman Young,Coleman,A.,Young,II,,1,D,2,Sen,SD-001,6472861,66445,,Coleman_Young_II,249356,0
2823,Terry Brown,Terry,L.,Brown,,,1,D,1,Rep,HD-084,631732,65025,,Terry_Brown_(Michigan),249410,0
2824,Ed Clemente,Ed,,Clemente,,,1,D,1,Rep,HD-014,539623,38173,,Ed_Clemente,227537,0
2826,Sarah Roberts,Sarah,,Roberts,,,1,D,1,Rep,HD-018,324583,87973,,Sarah_Roberts,268258,0
2831,Jon Switalski,Jon,M.,Switalski,,,1,D,1,Rep,HD-028,6492688,87947,,Jon_Switalski,268262,0
2832,Tory Rocca,Tory,,Rocca,,,2,R,2,Sen,SD-010,260133,37606,,Tory_Rocca,228483,0
2834,James Marleau,James,,Marleau,,Jim,2,R,2,Sen,SD-012,274863,38124,,James_Marleau,227550,0
2835,Thomas McMillin,Thomas,,McMillin,,Tom,2,R,1,Rep,HD-045,255005,19781,,Tom_McMillin,268305,0
2837,Lisa Brown,Lisa,,Brown,,,1,D,1,Rep,HD-039,17704012,65671,,"Lisa_Brown,_Michigan_Representative",268291,0
2838,Kate Segal,Kate,,Segal,,,1,D,1,Rep,HD-062,256710,86605,,Kate_Segal,263807,0
2839,Dian Slavens,Dian,,Slavens,,,1,D,1,Rep,HD-021,320942,105399,,Dian_Slavens,268249,0
2846,Andrew Kandrevas,Andrew,James,Kandrevas,,,1,D,1,Rep,HD-013,338486,76544,,Andrew_Kandrevas,268238,0
2851,Rebekah Warren,Rebekah,,Warren,,,1,D,2,Sen,SD-018,24286,19884,,Rebekah_Warren,249392,0
2854,Kevin Daley,Kevin,,Daley,,,2,R,1,Rep,SD-031,13002539,105597,,Kevin_Daley,268369,0
2855,Darwin Booher,Darwin,L.,Booher,,,2,R,2,Sen,SD-035,54860,37894,,Darwin_Booher,227598,0
2856,Hugh Crawford,Hugh,D.,Crawford,,,2,R,1,Rep,HD-038,13002284,88578,,Hugh_Crawford,268289,0
2857,Goeff Hansen,Goeff,,Hansen,,,2,R,2,Sen,SD-034,188494,38297,,Goeff_Hansen,227596,0
2858,Joe Haveman,Joe,,Haveman,,,2,R,1,Rep,HD-090,13002593,105633,,Joe_Haveman,268384,0
2859,Dave Hildenbrand,Dave,,Hildenbrand,,,2,R,2,Sen,SD-029,6661554,124560,,Dave_Hildenbrand,227582,0
2860,Kenneth Kurtz,Kenneth,,Kurtz,,,2,R,1,Rep,HD-058,172257,105533,,Kenneth_Kurtz,268328,0
2862,Arlan Meekhof,Arlan,B.,Meekhof,,,2,R,2,Sen,SD-030,63839,65687,,Arlan_Meekhof,249415,0
2864,John Proos,John,M.,Proos,IV,,2,R,2,Sen,SD-021,105287,38165,,John_Proos,161214,0
2865,Wayne Schmidt,Wayne,A.,Schmidt,,,2,R,1,Rep,SD-037,281968,87093,,Wayne_Schmidt,268407,0
2866,Tonya Schuitmaker,Tonya,L.,Schuitmaker,,,2,R,2,Sen,SD-026,24547,124539,,Tonya_Schuitmaker,227574,0
2871,Cindy Denby,Cindy,,Denby,,,2,R,1,Rep,HD-047,6676823,105501,,Cindy_Denby,268308,0
2872,Gail Haines,Gail,,Haines,,,2,R,1,Rep,HD-043,75032,105487,,Gail_Haines,268301,0
2874,Jim Stamas,Jim,,Stamas,,,2,R,1,Rep,SD-036,57255,105707,,Jim_Stamas,268395,0
2875,John Walsh,John,,Walsh,,,2,R,1,Rep,HD-019,34641,105389,,John_Walsh_(Michigan),268245,0
2876,Eileen Kowall,Eileen,T.,Kowall,,,2,R,1,Rep,HD-044,71972,88575,,Eileen_Kowall,268303,0
2877,Robert Genetski,Robert,J.,Genetski,,Bob,2,R,1,Rep,HD-080,23231,105625,,Bob_Genetski,268381,0
2878,Kevin Green,Kevin,,Green,,,2,R,1,Rep,HD-077,183615,37588,,Kevin_Green_(Michigan),227571,0
2879,James Bolger,James,,Bolger,,Jase,2,R,1,Rep,HD-063,286197,105545,,"James_Bolger_recall,_Michigan_House_of_Representatives_(2011)",268334,0
2883,Andy Dillon,Andy,,Dillon,,,1,D,1,Rep,HD-017,534709,38142,,"Andy_Dillon_recall,_Michigan_(2008)",227609,0
2884,Phillip Pavlov,Phillip,J.,Pavlov,,Phil,2,R,2,Sen,SD-025,493750,38280,,Phil_Pavlov,227576,0
2910,Mark Jansen,Mark,C.,Jansen,,,2,R,2,Sen,SD-028,13002484,13061,,Mark_Jansen,195717,0
2913,Randy Richardville,Randy,,Richardville,,,2,R,2,Sen,SD-017,13002387,12017,,Randy_Richardville,195701,0
2920,Roger Kahn,Roger,N.,Kahn,,,2,R,2,Sen,SD-032,38380,37854,,Roger_Kahn,227586,0
2922,John Pappageorge,John,,Pappageorge,,,2,R,2,Sen,SD-013,23300,1256,,"John_Pappageorge_recall,_Michigan_State_Senate_(2011)",195687,0
2932,Glenn Anderson,Glenn,S.,Anderson,,,1,D,2,Sen,SD-006,276535,38134,,Glenn_Anderson_(Michigan),208340,0
2933,Gretchen Whitmer,Gretchen,,Whitmer,,,1,D,2,Sen,SD-023,253478,37868,,Gretchen_Whitmer,208348,0
2944,Tupac Hunter,Tupac,A.,Hunter,,,1,D,2,Sen,SD-005,1056627,38311,,Tupac_Hunter,212882,0
2950,Mike Nofs,Mike,,Nofs,,,2,R,2,Sen,SD-019,263443,38437,,Mike_Nofs,212907,0
2957,Rick Jones,Rick,A.,Jones,,,2,R,2,Sen,SD-024,140217,37786,,"Rick_Jones,_Michigan_Senator",227567,0
10640,Bruce Caswell,Bruce,,Caswell,,,2,R,2,Sen,SD-016,172012,38193,,Bruce_Caswell,212904,0
10642,John Brandenburg,John,M.,Brandenburg,,Jack,2,R,2,Sen,SD-008,545211,19956,,Jack_Brandenburg,212891,0
10822,Kurt Heise,Kurt,L.,Heise,,,2,R,1,Rep,HD-020,98996,124106,,Kurt_Heise,290014,0
10823,Ray Franz,Ray,A.,Franz,,,2,R,1,Rep,HD-101,13002667,105711,,Ray_Franz,297001,0
10824,Andrea LaFontaine,Andrea,,LaFontaine,,,2,R,1,Rep,HD-032,175739,124186,,Andrea_LaFontaine,296931,0
10825,Bruce Rendon,Bruce,R.,Rendon,,,2,R,1,Rep,HD-103,13002686,37310,,Bruce_Rendon,297004,0
10826,Joel Johnson,Joel,,Johnson,,,2,R,1,Rep,HD-097,6689916,124449,,Joel_Johnson_(Michigan),293467,0
10828,Gregory MacMaster,Gregory,D.,MacMaster,,Greg,2,R,1,Rep,HD-105,110123,124471,,Greg_MacMaster,297007,0
10829,Ken Yonker,Ken,,Yonker,,,2,R,1,Rep,HD-072,299435,105574,,Ken_Yonker,494613,0
10832,Mike Callton,Mike,,Callton,,,2,R,1,Rep,HD-087,147776,89320,,Mike_Callton,290051,0
10833,Dale Zorn,Dale,W.,Zorn,,,2,R,1,Rep,SD-017,106937,88207,,Dale_Zorn,291834,0
10834,Philip Potvin,Philip,N.,Potvin,,,2,R,1,Rep,HD-102,13002680,124462,,Phil_Potvin,290065,0
10835,Thomas Hooker,Thomas,B.,Hooker,,,2,R,1,Rep,HD-077,168858,124256,,Tom_Hooker,401503,0
10836,Alton Pscholka,Alton,,Pscholka,,Al,2,R,1,Rep,HD-079,98655,124269,,Al_Pscholka,234218,0
10837,Pat Somerville,Pat,,Somerville,,,2,R,1,Rep,HD-023,6689406,124149,,Pat_Somerville,291811,0
10839,Kevin Cotter,Kevin,M.,Cotter,,,2,R,1,Rep,HD-099,6689931,123137,,Kevin_Cotter,291889,0
10840,Anthony Forlini,Anthony,G.,Forlini,,,2,R,1,Rep,HD-024,153861,124151,,Anthony_Forlini,296342,0
10842,Jon Bumstead,Jon,,Bumstead,,,2,R,1,Rep,SD-034,139421,123095,,Jon_Bumstead,290062,0
10843,Peter Pettalia,Peter,,Pettalia,,,2,R,1,Rep,HD-106,296138,105730,,Peter_Pettalia,268411,0
10845,Paul Muxlow,Paul,,Muxlow,,,2,R,1,Rep,HD-083,6574917,37306,,Paul_Muxlow,291867,0
10846,Bradford Jacobsen,Bradford,C.,Jacobsen,,Brad,2,R,1,Rep,HD-046,558368,88547,,Bradford_Jacobsen,291822,0
10848,Margaret O'Brien,Margaret,E.,O'Brien,,,2,R,1,Rep,SD-020,13002422,76335,,Margaret_O%27Brien_(Michigan),291840,0
10849,Peter MacGregor,Peter,F.,MacGregor,,,2,R,1,Rep,SD-028,183524,124237,,Peter_MacGregor,291851,0
10851,Michael Shirkey,Michael,J.,Shirkey,,Mike,2,R,1,Rep,SD-016,541130,124194,,Mike_Shirkey,290035,0
10852,Ricky Outman,Ricky,L.,Outman,,Rick,2,R,1,Rep,SD-033,6676958,105560,,Rick_Outman,296962,0
10854,Jeffry Farrington,Jeffry,,Farrington,,Jeff,2,R,1,Rep,HD-030,6689445,123234,,Jeff_Farrington,291818,0
10855,George Darany,George,T.,Darany,,,1,D,1,Rep,HD-015,144825,75707,,George_Darany,290011,0
10856,Ben Glardon,Ben,,Glardon,,,2,R,1,Rep,HD-085,159507,124407,,Ben_Glardon,290048,0
11166,James Ananich,James,,Ananich,,Jim,1,D,2,Sen,SD-027,147406,37901,,Jim_Ananich,290029,0
11167,Charles Brunner,Charles,M.,Brunner,,,1,D,1,Rep,HD-096,6506973,75649,,Charles_Brunner,291883,0
11168,Phil Cavanagh,Phil,,Cavanagh,,,1,D,1,Rep,HD-010,531509,89602,,Phil_Cavanagh,291806,0
11169,Paul Clemente,Paul,,Clemente,,,1,D,1,Rep,HD-014,141856,123122,,Paul_Clemente,345927,0
11170,Brandon Dillon,Brandon,C.,Dillon,,,1,D,1,Rep,HD-075,147447,87799,,Brandon_Dillon,291855,0
11173,Frank Foster,Frank,,Foster,,,2,R,1,Rep,HD-107,13002732,124473,,Frank_Foster,297008,0
11174,Ken Goike,Ken,,Goike,,,2,R,1,Rep,HD-033,162125,124191,,Ken_Goike,290024,0
11176,Rudy Hobbs,Rudy,,Hobbs,,,1,D,1,Rep,HD-035,167851,124118,,Rudy_Hobbs,296939,0
11177,Marcia Hovey-Wright,Marcia,,Hovey-Wright,,,1,D,1,Rep,HD-092,130790,37982,,Marcia_Hovey-Wright,290056,0
11179,Jeff Irwin,Jeff,,Irwin,,,1,D,1,Rep,SD-018,170483,89555,,Jeff_Irwin,296952,0
11180,Nancy Jenkins,Nancy,E.,Jenkins,,,2,R,1,Rep,HD-057,793679,124164,,Nancy_Jenkins,295988,0
11181,Marilyn Lane,Marilyn,,Lane,,,1,D,1,Rep,HD-031,177494,124179,,Marilyn_Lane,291820,0
11182,Lisa Lyons,Lisa,Posthumus,Lyons,,,2,R,1,Rep,HD-086,183067,124415,,Lisa_Posthumus_Lyons,296977,0
11183,Ed McBroom,Ed,,McBroom,,,2,R,1,Rep,SD-038,184827,124476,,Ed_McBroom,297009,0
11184,Sean McCann,Sean,A.,McCann,,,1,D,1,Rep,SD-020,128271,76066,,Sean_McCann,291838,0
11185,Aric Nesbitt,Aric,Y.,Nesbitt,,,2,R,1,Rep,SD-026,117409,124278,,Aric_Nesbitt,251486,0
11186,Stacy Oakes,Stacy,Erwin,Oakes,,,1,D,1,Rep,HD-095,152256,123225,,Stacy_Erwin_Oakes,290057,0
11188,John Olumba,John,,Olumba,,,1,D,1,Rep,HD-003,6492595,105320,,John_Olumba,296326,0
11189,Earl Poleski,Earl,,Poleski,,,2,R,1,Rep,HD-064,74512,87680,,Earl_Poleski,296363,0
11190,Amanda Price,Amanda,,Price,,,2,R,1,Rep,HD-089,201993,124430,,Amanda_Price,263631,0
11191,David Rutledge,David,E.,Rutledge,,,1,D,1,Rep,HD-054,2036168,19875,,David_Rutledge,291832,0
11192,Harvey Santana,Harvey,,Santana,,,1,D,1,Rep,HD-009,6506493,124078,,Harvey_Santana,291799,0
11193,Charles Smiley,Charles,,Smiley,,,1,D,1,Rep,HD-050,13002353,75681,,Charles_Smiley_(Michigan),291828,0
11194,Thomas Stallworth,Thomas,,Stallworth,,,1,D,1,Rep,HD-007,388968,37379,,Thomas_Stallworth_III,296900,0
11196,Alberta Talabi,Alberta,,Tinsley-Talabi,,,1,D,1,Rep,HD-002,156593,75761,,Alberta_Tinsley-Talabi,296322,0
11197,Jim Townsend,Jim,,Townsend,,,1,D,1,Rep,HD-026,13002228,124169,,Jim_Townsend_(Michigan),291815,0
